transaction_id,date,gender,age,product_category,quantity,price_per_unit,total_amount
508,2023-08-11,Male,58,Beauty,2,300,600
509,2023-06-26,Female,37,Electronics,3,300,900
510,2023-06-10,Female,39,Beauty,4,50,200
511,2023-08-12,Male,45,Beauty,2,50,100
512,2023-11-07,Female,57,Beauty,1,25,25
513,2023-09-19,Male,24,Electronics,4,25,100
514,2023-03-01,Female,18,Electronics,1,300,300
515,2023-07-17,Female,49,Clothing,3,300,900
516,2023-10-23,Male,30,Beauty,4,25,100
517,2023-04-08,Female,47,Clothing,4,25,100
518,2023-05-11,Female,40,Clothing,1,30,30
519,2023-01-23,Female,36,Electronics,4,30,120
520,2023-12-29,Female,49,Electronics,4,25,100
521,2023-08-12,Female,47,Clothing,4,30,120
522,2023-01-01,Male,46,Beauty,3,500,1500
523,2023-09-24,Female,62,Electronics,1,300,300
524,2023-10-03,Male,46,Beauty,4,300,1200
525,2023-12-18,Female,47,Beauty,2,25,50
526,2023-12-10,Male,33,Clothing,2,50,100
527,2023-04-11,Male,57,Clothing,2,25,50
528,2023-07-06,Female,36,Clothing,2,30,60
529,2023-08-09,Female,35,Clothing,3,50,150
530,2023-02-05,Female,18,Electronics,4,30,120
531,2023-12-07,Male,31,Electronics,1,500,500
532,2023-06-19,Female,64,Clothing,4,30,120
533,2023-11-16,Male,19,Electronics,3,500,1500
534,2023-06-10,Male,45,Clothing,2,500,1000
535,2023-12-06,Male,47,Beauty,3,30,90
536,2023-03-05,Female,55,Beauty,4,30,120
537,2023-06-03,Female,21,Beauty,1,500,500
538,2023-09-17,Male,18,Clothing,3,50,150
539,2023-06-08,Male,25,Beauty,1,500,500
540,2023-12-08,Female,46,Electronics,3,300,900
541,2023-07-29,Male,56,Beauty,1,500,500
542,2023-06-17,Female,20,Beauty,1,50,50
543,2023-07-26,Male,49,Beauty,2,300,600
544,2023-12-23,Female,27,Electronics,1,25,25
545,2023-06-01,Male,27,Clothing,2,25,50
546,2023-10-11,Female,36,Electronics,4,50,200
547,2023-03-07,Male,63,Clothing,4,500,2000
548,2023-04-09,Female,51,Clothing,2,30,60
549,2023-08-04,Female,50,Beauty,2,50,100
550,2023-12-07,Male,40,Clothing,3,300,900
551,2023-07-14,Male,45,Electronics,3,300,900
552,2023-12-13,Female,49,Electronics,3,25,75
553,2023-03-31,Male,24,Clothing,4,300,1200
554,2023-11-12,Female,46,Beauty,3,50,150
555,2023-10-19,Male,25,Beauty,1,300,300
556,2023-06-04,Female,18,Electronics,1,50,50
557,2023-07-27,Female,20,Beauty,3,30,90
558,2023-10-08,Female,41,Clothing,1,25,25
559,2023-01-01,Female,40,Clothing,4,300,1200
560,2023-06-05,Female,25,Electronics,1,50,50
561,2023-05-27,Female,64,Clothing,4,500,2000
562,2023-04-18,Male,54,Electronics,2,25,50
563,2023-08-09,Male,20,Clothing,2,30,60
564,2023-10-24,Male,50,Electronics,2,50,100
565,2023-11-07,Female,45,Beauty,2,30,60
566,2023-12-02,Female,64,Clothing,1,30,30
567,2023-06-14,Female,25,Clothing,3,300,900
568,2023-08-27,Female,51,Electronics,1,300,300
569,2023-08-15,Male,52,Electronics,4,50,200
570,2023-08-15,Male,49,Clothing,1,500,500
571,2023-12-12,Female,41,Electronics,1,50,50
572,2023-04-20,Male,31,Clothing,4,500,2000
573,2023-09-19,Male,49,Beauty,2,30,60
574,2023-08-31,Female,63,Electronics,2,25,50
575,2023-03-28,Male,60,Clothing,2,50,100
576,2023-12-04,Female,33,Beauty,3,50,150
577,2023-02-13,Male,21,Beauty,4,500,2000
578,2023-05-26,Female,54,Clothing,4,30,120
579,2023-09-21,Female,38,Electronics,1,30,30
580,2023-12-06,Female,31,Clothing,3,500,1500
581,2023-11-21,Female,48,Beauty,2,30,60
582,2023-11-14,Male,35,Clothing,3,300,900
583,2023-06-21,Female,24,Electronics,4,25,100
584,2023-02-17,Female,27,Beauty,4,50,200
585,2023-05-01,Female,24,Clothing,1,25,25
586,2023-12-11,Male,50,Electronics,1,50,50
587,2023-06-08,Female,40,Beauty,4,300,1200
588,2023-04-26,Male,38,Electronics,2,30,60
589,2023-04-12,Female,36,Beauty,2,500,1000
590,2023-03-17,Male,36,Clothing,3,300,900
591,2023-01-13,Male,53,Electronics,4,25,100
592,2023-01-24,Female,46,Beauty,4,500,2000
593,2023-05-06,Male,35,Electronics,2,30,60
594,2023-09-01,Female,19,Electronics,2,300,600
595,2023-11-09,Female,18,Clothing,4,500,2000
596,2023-02-07,Female,64,Electronics,1,300,300
597,2023-08-22,Male,22,Beauty,4,300,1200
598,2023-08-01,Male,37,Beauty,4,30,120
599,2023-11-19,Female,28,Beauty,2,50,100
600,2023-10-22,Female,59,Beauty,2,500,1000
601,2023-04-10,Male,19,Clothing,1,30,30
602,2023-12-23,Female,20,Electronics,1,300,300
603,2023-07-16,Female,40,Clothing,3,30,90
604,2023-09-11,Female,29,Electronics,4,50,200
605,2023-07-24,Male,37,Electronics,2,500,1000
606,2023-05-05,Male,22,Electronics,1,50,50
607,2023-03-17,Male,54,Clothing,3,25,75
608,2023-12-02,Female,55,Electronics,3,500,1500
609,2023-12-19,Female,47,Clothing,2,50,100
610,2023-01-03,Female,26,Beauty,2,300,600
611,2023-02-24,Male,51,Beauty,3,500,1500
612,2023-08-06,Female,61,Electronics,1,500,500
613,2023-04-23,Female,52,Clothing,3,30,90
614,2023-04-01,Female,39,Beauty,4,300,1200
615,2023-12-23,Female,61,Clothing,4,25,100
616,2023-09-23,Male,41,Clothing,2,50,100
617,2023-08-26,Male,34,Electronics,1,30,30
618,2023-01-26,Female,27,Beauty,1,50,50
619,2023-10-13,Male,47,Electronics,4,25,100
620,2023-05-08,Male,63,Electronics,3,25,75
621,2023-03-04,Female,40,Beauty,2,500,1000
622,2023-08-22,Female,49,Beauty,3,25,75
623,2023-03-10,Male,34,Clothing,3,50,150
624,2023-08-26,Female,34,Beauty,3,300,900
625,2023-12-08,Male,31,Clothing,1,300,300
626,2023-09-29,Female,26,Clothing,4,500,2000
627,2023-10-14,Male,57,Clothing,1,50,50
628,2023-11-01,Female,19,Beauty,4,50,200
629,2023-06-12,Male,62,Electronics,2,25,50
630,2023-08-15,Male,42,Clothing,2,50,100
631,2023-11-10,Male,56,Electronics,3,30,90
632,2023-09-16,Female,26,Electronics,4,25,100
633,2023-08-07,Male,39,Beauty,4,30,120
634,2023-10-08,Male,60,Electronics,4,500,2000
635,2023-08-17,Female,63,Electronics,3,300,900
636,2023-03-23,Female,21,Beauty,3,500,1500
637,2023-09-01,Male,43,Clothing,2,300,600
638,2023-08-19,Male,46,Electronics,1,500,500
639,2023-05-13,Female,62,Beauty,4,50,200
640,2023-05-07,Female,51,Electronics,4,30,120
641,2023-11-23,Female,40,Electronics,1,300,300
642,2023-05-22,Female,54,Clothing,4,25,100
643,2023-09-24,Female,28,Electronics,3,30,90
644,2023-09-06,Male,23,Beauty,3,25,75
645,2023-11-17,Female,35,Electronics,4,30,120
646,2023-05-03,Male,38,Clothing,3,30,90
647,2023-05-21,Male,59,Clothing,3,500,1500
648,2023-08-14,Male,53,Beauty,4,300,1200
649,2023-02-09,Female,58,Clothing,2,300,600
650,2024-01-01,Male,55,Electronics,1,30,30
651,2023-05-27,Male,51,Clothing,3,50,150
652,2023-05-01,Female,34,Beauty,2,50,100
653,2023-05-20,Male,54,Clothing,3,25,75
654,2023-06-21,Male,42,Clothing,3,25,75
655,2023-06-13,Female,55,Clothing,1,500,500
656,2023-10-04,Male,29,Beauty,3,30,90
657,2023-02-11,Male,40,Clothing,1,25,25
658,2023-03-12,Male,59,Clothing,1,25,25
659,2023-03-19,Female,39,Electronics,1,30,30
660,2023-04-29,Female,38,Beauty,2,500,1000
661,2023-07-16,Female,44,Clothing,4,25,100
662,2023-12-22,Male,48,Beauty,2,500,1000
663,2023-03-20,Male,23,Clothing,4,300,1200
664,2023-12-28,Female,44,Clothing,4,500,2000
665,2023-04-20,Male,57,Clothing,1,50,50
666,2023-02-02,Male,51,Electronics,3,50,150
667,2023-08-01,Female,29,Electronics,1,500,500
668,2023-07-28,Female,62,Electronics,3,50,150
669,2023-06-19,Male,24,Beauty,4,300,1200
670,2023-10-05,Male,27,Beauty,1,30,30
671,2023-08-27,Male,62,Electronics,3,50,150
672,2023-08-01,Female,34,Beauty,2,50,100
673,2023-02-01,Female,43,Clothing,3,500,1500
674,2023-04-16,Female,38,Clothing,1,300,300
675,2023-08-04,Female,45,Clothing,2,30,60
676,2023-07-19,Male,63,Electronics,3,500,1500
677,2023-10-27,Female,19,Beauty,3,500,1500
678,2023-12-23,Female,60,Electronics,3,300,900
679,2023-01-11,Female,18,Beauty,3,30,90
680,2023-10-22,Female,53,Clothing,3,300,900
681,2023-07-14,Female,43,Electronics,2,30,60
682,2023-09-02,Male,46,Beauty,4,300,1200
683,2023-01-04,Male,38,Beauty,2,500,1000
684,2023-06-30,Female,28,Clothing,2,500,1000
685,2023-06-02,Male,57,Electronics,2,25,50
686,2023-07-19,Female,28,Electronics,4,50,200
687,2023-08-03,Female,53,Electronics,1,300,300
688,2023-10-03,Male,56,Clothing,4,25,100
689,2023-10-07,Male,57,Electronics,2,50,100
690,2023-11-05,Female,52,Clothing,3,300,900
691,2023-04-23,Female,51,Clothing,3,30,90
692,2023-09-07,Female,64,Clothing,2,50,100
693,2023-04-23,Male,41,Beauty,3,500,1500
694,2023-05-20,Female,39,Electronics,2,25,50
695,2023-08-12,Female,22,Electronics,3,50,150
696,2023-09-06,Female,50,Clothing,4,50,200
697,2023-01-15,Male,53,Clothing,1,500,500
698,2023-07-19,Female,64,Electronics,1,300,300
699,2023-06-22,Female,37,Clothing,4,30,120
700,2023-12-09,Male,36,Electronics,4,500,2000
701,2023-12-14,Female,52,Beauty,2,30,60
702,2023-07-27,Female,60,Clothing,2,300,600
703,2023-03-26,Male,34,Electronics,2,50,100
704,2023-08-28,Female,62,Clothing,3,30,90
705,2023-03-07,Male,60,Electronics,2,25,50
706,2023-11-15,Male,51,Electronics,4,25,100
707,2023-10-01,Female,26,Clothing,1,500,500
708,2023-01-14,Female,43,Beauty,3,300,900
709,2023-07-21,Female,19,Electronics,2,500,1000
710,2023-10-31,Female,26,Electronics,3,500,1500
711,2023-10-16,Male,26,Electronics,3,500,1500
712,2023-12-06,Female,57,Beauty,2,25,50
713,2023-01-14,Male,34,Beauty,3,25,75
714,2023-02-12,Female,18,Clothing,1,500,500
715,2023-11-26,Female,42,Beauty,4,25,100
716,2023-08-08,Female,60,Clothing,4,300,1200
717,2023-03-11,Male,57,Clothing,1,500,500
718,2023-08-25,Female,59,Beauty,3,25,75
719,2023-04-04,Female,42,Clothing,2,30,60
720,2023-01-26,Female,56,Beauty,3,500,1500
721,2023-05-14,Female,52,Clothing,1,500,500
722,2023-07-14,Male,20,Beauty,3,300,900
723,2023-06-17,Female,54,Beauty,4,50,200
724,2023-04-19,Male,61,Clothing,3,50,150
725,2023-08-21,Male,61,Electronics,1,300,300
726,2023-06-17,Male,47,Clothing,4,300,1200
727,2023-06-22,Male,55,Beauty,3,300,900
728,2023-07-14,Male,51,Electronics,3,50,150
729,2023-05-23,Male,29,Clothing,4,300,1200
730,2023-08-04,Female,36,Clothing,2,25,50
731,2023-05-10,Male,54,Clothing,4,500,2000
732,2023-02-11,Male,61,Electronics,2,500,1000
733,2023-08-29,Male,34,Beauty,1,30,30
734,2023-01-10,Female,27,Clothing,1,30,30
735,2023-10-04,Female,64,Clothing,4,500,2000
736,2023-01-27,Male,29,Clothing,4,25,100
737,2023-06-29,Female,33,Clothing,1,50,50
738,2023-04-25,Male,41,Clothing,2,50,100
739,2023-11-29,Male,36,Beauty,1,25,25
740,2023-02-05,Female,25,Beauty,4,50,200
741,2023-11-30,Male,48,Clothing,1,300,300
742,2023-01-21,Female,38,Electronics,4,500,2000
743,2023-01-16,Female,34,Beauty,4,500,2000
744,2023-05-07,Male,40,Electronics,1,25,25
745,2023-04-13,Male,54,Beauty,2,50,100
746,2023-01-11,Female,33,Clothing,3,30,90
747,2023-11-15,Male,23,Beauty,1,30,30
748,2023-03-20,Male,25,Clothing,3,50,150
749,2023-05-03,Male,42,Beauty,1,30,30
750,2023-03-06,Female,35,Clothing,3,25,75
751,2023-08-31,Female,42,Clothing,2,25,50
752,2023-12-09,Male,29,Clothing,2,50,100
753,2023-02-28,Female,32,Clothing,1,30,30
754,2023-10-16,Female,43,Electronics,4,25,100
755,2023-04-22,Female,58,Clothing,3,25,75
756,2023-08-27,Female,62,Electronics,4,300,1200
757,2023-12-25,Female,43,Electronics,4,300,1200
758,2023-05-12,Male,64,Clothing,4,25,100
759,2023-07-08,Male,49,Electronics,2,50,100
760,2023-03-27,Male,27,Beauty,1,500,500
761,2023-11-07,Female,33,Clothing,1,500,500
762,2023-11-07,Female,24,Electronics,2,25,50
763,2023-02-28,Male,34,Clothing,2,25,50
764,2023-03-25,Female,40,Clothing,1,25,25
765,2023-06-09,Male,43,Clothing,4,50,200
766,2023-02-25,Male,38,Electronics,3,300,900
767,2023-10-24,Male,39,Beauty,3,25,75
768,2023-01-14,Female,24,Beauty,3,25,75
769,2023-06-09,Female,31,Electronics,4,30,120
770,2023-10-22,Male,32,Clothing,1,50,50
771,2023-12-13,Male,24,Electronics,2,25,50
772,2023-07-12,Male,26,Electronics,1,30,30
773,2023-07-23,Male,25,Electronics,4,500,2000
774,2023-04-12,Female,40,Clothing,2,25,50
775,2023-02-08,Female,46,Electronics,4,25,100
776,2023-10-31,Male,35,Clothing,3,30,90
777,2023-12-20,Male,48,Electronics,3,50,150
778,2023-11-18,Female,47,Beauty,4,25,100
779,2023-05-05,Female,56,Electronics,2,500,1000
780,2023-02-22,Male,52,Electronics,2,25,50
781,2023-12-23,Male,35,Beauty,1,500,500
782,2023-06-04,Male,59,Clothing,3,300,900
783,2023-12-17,Female,56,Clothing,1,300,300
784,2023-11-04,Female,34,Electronics,1,500,500
785,2023-03-03,Female,31,Beauty,4,50,200
786,2023-10-17,Male,48,Clothing,4,25,100
787,2023-01-22,Male,41,Electronics,1,25,25
788,2023-06-27,Female,52,Beauty,3,300,900
789,2023-09-30,Female,61,Clothing,4,500,2000
790,2023-08-08,Male,62,Clothing,1,25,25
791,2023-12-05,Female,51,Beauty,1,25,25
792,2023-07-09,Female,20,Beauty,1,50,50
793,2023-02-05,Male,54,Beauty,1,30,30
794,2023-09-17,Female,60,Beauty,1,300,300
795,2023-11-28,Male,57,Electronics,1,300,300
796,2023-06-24,Male,43,Beauty,4,30,120
797,2023-01-07,Male,40,Clothing,3,25,75
798,2023-08-04,Male,61,Clothing,1,50,50
799,2023-09-08,Male,56,Electronics,2,50,100
800,2023-02-24,Male,32,Clothing,4,300,1200
801,2023-08-10,Male,21,Clothing,4,50,200
802,2023-07-05,Female,46,Beauty,1,30,30
803,2023-11-22,Male,39,Clothing,4,25,100
804,2023-08-24,Male,42,Electronics,1,30,30
805,2023-12-29,Female,30,Beauty,3,500,1500
806,2023-03-20,Female,35,Beauty,3,300,900
807,2023-08-11,Female,50,Electronics,4,50,200
808,2023-04-01,Male,33,Beauty,4,500,2000
809,2023-09-25,Female,62,Beauty,2,50,100
810,2023-11-30,Male,59,Electronics,4,25,100
811,2023-05-19,Male,61,Beauty,2,25,50
812,2023-11-12,Male,19,Electronics,3,25,75
813,2023-10-03,Male,52,Electronics,3,50,150
814,2023-09-05,Female,59,Clothing,1,500,500
815,2023-08-27,Female,51,Clothing,3,25,75
816,2023-08-12,Male,47,Beauty,2,500,1000
817,2023-10-31,Male,30,Beauty,4,50,200
818,2023-05-18,Male,30,Electronics,1,500,500
819,2023-06-15,Female,35,Beauty,2,50,100
820,2023-05-06,Male,49,Electronics,4,50,200
821,2023-02-14,Male,49,Electronics,1,300,300
822,2023-05-23,Female,52,Beauty,3,50,150
823,2023-08-19,Female,56,Electronics,2,50,100
824,2023-05-05,Male,63,Clothing,4,30,120
825,2023-08-26,Female,46,Beauty,1,25,25
826,2023-10-19,Female,46,Clothing,1,300,300
827,2023-11-09,Male,61,Beauty,3,300,900
828,2023-12-09,Female,33,Electronics,4,300,1200
829,2023-07-14,Male,61,Beauty,3,30,90
830,2023-06-22,Female,64,Clothing,3,50,150
831,2023-01-15,Male,27,Electronics,4,25,100
832,2023-09-11,Male,47,Beauty,4,500,2000
833,2023-06-16,Male,42,Beauty,4,50,200
834,2023-04-04,Female,56,Beauty,2,30,60
835,2023-09-07,Male,37,Clothing,4,50,200
836,2023-04-19,Female,22,Clothing,1,50,50
837,2023-07-01,Male,18,Beauty,3,30,90
838,2023-05-13,Male,47,Electronics,2,300,600
839,2023-06-24,Female,20,Electronics,4,300,1200
840,2023-05-24,Male,62,Clothing,2,25,50
841,2023-11-02,Male,31,Electronics,4,25,100
842,2023-12-26,Female,47,Clothing,2,300,600
843,2023-05-22,Male,21,Beauty,3,500,1500
844,2023-10-12,Male,35,Clothing,3,50,150
845,2023-01-06,Male,54,Clothing,1,500,500
846,2023-09-22,Male,42,Beauty,1,50,50
847,2023-04-08,Female,18,Electronics,4,300,1200
848,2023-02-13,Female,63,Clothing,3,25,75
849,2023-05-04,Male,32,Clothing,2,25,50
850,2023-07-28,Female,26,Beauty,2,500,1000
851,2023-09-08,Male,32,Electronics,2,25,50
852,2023-10-12,Female,41,Clothing,1,300,300
853,2023-05-04,Male,21,Beauty,2,500,1000
854,2023-12-20,Male,29,Clothing,1,50,50
855,2023-09-01,Male,54,Beauty,1,25,25
856,2023-11-27,Male,54,Electronics,4,30,120
857,2023-12-31,Male,60,Electronics,2,25,50
858,2023-09-09,Male,23,Electronics,2,50,100
859,2023-08-18,Female,56,Electronics,3,500,1500
860,2023-01-09,Male,63,Clothing,4,50,200
861,2023-02-17,Female,41,Clothing,3,30,90
862,2023-05-31,Male,28,Electronics,4,300,1200
863,2023-04-24,Female,30,Electronics,2,25,50
864,2023-07-27,Female,51,Electronics,1,500,500
865,2023-12-21,Female,42,Clothing,1,300,300
866,2023-05-05,Male,24,Electronics,1,50,50
867,2023-06-06,Male,21,Electronics,1,500,500
868,2023-12-06,Female,25,Electronics,1,300,300
869,2023-10-25,Male,37,Beauty,3,500,1500
870,2023-07-08,Female,46,Electronics,4,30,120
871,2023-08-31,Male,62,Beauty,2,30,60
872,2023-10-11,Female,63,Beauty,3,25,75
873,2023-09-29,Female,27,Electronics,4,25,100
874,2023-06-26,Male,60,Beauty,1,30,30
875,2023-08-06,Female,51,Electronics,4,500,2000
876,2023-10-09,Male,43,Clothing,4,30,120
877,2023-06-19,Female,58,Clothing,1,25,25
878,2023-06-30,Female,20,Clothing,1,30,30
879,2023-12-26,Male,23,Clothing,1,30,30
880,2023-08-21,Male,22,Beauty,2,500,1000
881,2023-05-19,Male,22,Electronics,1,300,300
882,2023-06-06,Female,64,Electronics,2,25,50
883,2023-05-09,Male,40,Electronics,1,500,500
884,2023-04-29,Female,26,Clothing,2,30,60
885,2023-03-03,Female,52,Clothing,4,30,120
886,2023-04-09,Male,37,Electronics,3,300,900
887,2023-06-11,Male,59,Clothing,4,25,100
888,2023-03-03,Female,52,Electronics,4,25,100
889,2023-10-02,Female,35,Electronics,1,50,50
890,2023-12-20,Male,34,Electronics,2,25,50
891,2023-04-05,Male,41,Electronics,3,300,900
892,2023-04-09,Male,20,Electronics,1,50,50
893,2023-04-21,Male,49,Electronics,1,50,50
894,2023-09-05,Male,52,Electronics,1,30,30
895,2023-05-22,Female,55,Clothing,4,30,120
896,2023-10-29,Female,30,Electronics,2,25,50
897,2023-09-26,Female,64,Electronics,2,50,100
898,2023-11-02,Female,42,Clothing,3,30,90
899,2023-05-25,Male,26,Clothing,2,300,600
900,2023-02-21,Male,21,Clothing,2,30,60
901,2023-04-10,Male,31,Electronics,1,30,30
902,2023-06-01,Female,54,Beauty,1,50,50
903,2023-04-27,Female,51,Beauty,4,50,200
904,2023-07-04,Male,28,Clothing,1,500,500
905,2023-04-02,Male,58,Beauty,1,300,300
906,2023-06-04,Female,20,Clothing,1,50,50
907,2023-01-08,Female,45,Electronics,1,25,25
908,2023-12-29,Male,46,Beauty,4,300,1200
909,2023-10-01,Male,26,Electronics,1,300,300
910,2023-03-06,Female,20,Beauty,3,50,150
911,2023-05-21,Male,42,Electronics,3,300,900
912,2023-01-24,Male,51,Beauty,3,50,150
913,2023-01-28,Male,29,Electronics,3,30,90
914,2023-10-11,Female,59,Electronics,1,500,500
915,2023-05-30,Female,26,Beauty,3,30,90
916,2023-12-24,Female,32,Electronics,1,50,50
917,2023-03-06,Female,57,Electronics,4,50,200
918,2023-11-23,Female,42,Electronics,3,30,90
919,2023-09-09,Female,22,Beauty,2,25,50
920,2023-02-22,Female,28,Beauty,3,25,75
921,2023-01-07,Male,51,Electronics,3,25,75
922,2023-10-21,Male,41,Electronics,1,50,50
923,2023-05-26,Male,32,Beauty,3,300,900
924,2023-08-29,Male,55,Beauty,2,50,100
925,2023-09-03,Male,25,Electronics,1,300,300
926,2023-08-14,Male,22,Electronics,1,30,30
927,2023-06-24,Male,43,Electronics,4,500,2000
928,2023-04-05,Female,35,Clothing,4,300,1200
929,2023-01-27,Female,23,Beauty,3,25,75
930,2023-05-10,Male,54,Clothing,4,50,200
931,2023-09-02,Male,30,Beauty,4,30,120
932,2023-02-28,Female,45,Beauty,4,25,100
933,2023-02-03,Male,22,Beauty,1,30,30
934,2023-07-25,Male,30,Beauty,1,500,500
935,2023-09-09,Female,34,Beauty,1,50,50
936,2023-02-07,Male,57,Beauty,4,50,200
937,2023-10-23,Female,62,Beauty,1,500,500
938,2023-11-19,Male,49,Clothing,4,50,200
939,2023-12-18,Female,46,Electronics,1,300,300
940,2023-01-28,Female,20,Electronics,1,30,30
941,2023-03-19,Female,57,Clothing,2,25,50
942,2023-03-18,Male,51,Clothing,3,500,1500
943,2023-10-16,Female,57,Clothing,4,300,1200
944,2023-06-05,Male,44,Clothing,2,25,50
945,2023-02-13,Male,30,Beauty,1,25,25
946,2023-05-08,Male,62,Electronics,4,500,2000
947,2023-03-02,Male,50,Beauty,1,300,300
948,2023-10-13,Female,23,Electronics,3,25,75
949,2023-08-02,Female,41,Electronics,2,25,50
950,2023-11-07,Male,36,Clothing,3,300,900
951,2023-11-02,Male,33,Beauty,2,50,100
952,2023-11-13,Female,57,Clothing,1,25,25
953,2023-04-26,Male,45,Beauty,3,30,90
954,2023-09-25,Female,50,Electronics,3,300,900
955,2023-07-14,Male,58,Clothing,1,25,25
956,2023-08-19,Male,30,Clothing,3,500,1500
957,2023-08-15,Female,60,Electronics,4,30,120
958,2023-06-02,Male,62,Electronics,2,25,50
959,2023-10-29,Female,42,Electronics,2,30,60
960,2023-08-08,Male,59,Clothing,2,30,60
961,2023-06-06,Male,53,Beauty,4,50,200
962,2023-10-19,Male,44,Clothing,2,30,60
963,2023-11-14,Female,55,Beauty,1,50,50
964,2023-01-31,Male,24,Clothing,3,300,900
965,2023-11-09,Male,22,Clothing,4,50,200
966,2023-02-20,Male,60,Electronics,2,500,1000
967,2023-04-17,Male,62,Beauty,1,25,25
968,2023-11-17,Female,48,Clothing,3,300,900
969,2023-04-19,Female,40,Clothing,3,300,900
970,2023-05-16,Male,59,Electronics,4,500,2000
971,2023-12-05,Female,27,Electronics,4,50,200
972,2023-02-11,Male,49,Beauty,4,25,100
973,2023-03-22,Male,60,Clothing,1,50,50
974,2023-05-03,Male,47,Beauty,1,30,30
975,2023-03-30,Female,56,Clothing,4,50,200
976,2023-10-10,Female,48,Beauty,2,300,600
977,2023-02-08,Female,35,Electronics,3,25,75
978,2023-03-22,Female,53,Clothing,3,50,150
979,2023-01-02,Female,19,Beauty,1,25,25
980,2023-07-29,Female,31,Electronics,3,25,75
981,2023-08-19,Female,30,Electronics,2,30,60
982,2023-12-19,Female,46,Beauty,3,30,90
983,2023-11-01,Female,29,Clothing,1,300,300
984,2023-08-29,Male,56,Clothing,1,500,500
985,2023-05-30,Female,19,Electronics,2,25,50
986,2023-01-17,Female,49,Clothing,2,500,1000
987,2023-04-29,Female,30,Clothing,3,300,900
988,2023-05-28,Female,63,Clothing,3,25,75
989,2023-12-28,Female,44,Electronics,1,25,25
990,2023-05-25,Female,58,Beauty,2,500,1000
991,2023-12-26,Female,34,Clothing,2,50,100
992,2023-08-21,Female,57,Electronics,2,30,60
993,2023-02-06,Female,48,Electronics,3,50,150
994,2023-12-18,Female,51,Beauty,2,500,1000
995,2023-04-30,Female,41,Clothing,1,30,30
996,2023-05-16,Male,62,Clothing,1,50,50
997,2023-11-17,Male,52,Beauty,3,30,90
998,2023-10-29,Female,23,Beauty,4,25,100
999,2023-12-05,Female,36,Electronics,3,50,150
1000,2023-04-12,Male,47,Electronics,4,30,120
9279,2023-11-24,Male,34,Beauty,3,50,150
9280,2023-02-27,Female,26,Clothing,2,500,1000
9281,2023-01-13,Male,50,Electronics,1,30,30
9282,2023-05-21,Male,37,Clothing,1,500,500
9283,2023-05-06,Male,30,Beauty,2,50,100
9284,2023-04-25,Female,45,Beauty,1,30,30
9285,2023-03-13,Male,46,Clothing,2,25,50
9286,2023-02-22,Male,30,Electronics,4,25,100
9287,2023-12-13,Male,63,Electronics,2,300,600
9288,2023-10-07,Female,52,Clothing,4,50,200
9289,2023-02-14,Male,23,Clothing,2,50,100
9290,2023-10-30,Male,35,Beauty,3,25,75
9291,2023-08-05,Male,22,Electronics,3,500,1500
9292,2023-01-17,Male,64,Clothing,4,30,120
